tilsynsobjektid;orgnummer;navn;adrlinje1;adrlinje2;postnr;poststed;tilsynid;sakref;status;dato;total_karakter;tilsynsbesoektype;tema1_no;tema1_nn;karakter1;tema2_no;tema2_nn;karakter2;tema3_no;tema3_nn;karakter3;tema4_no;tema4_nn;karakter4
Z1604191405352320239FNEQH_Tilsynsobjekt;917023840;San Remo;Skippergata 58;;3040;DRAMMEN;Z1605061306358810239PWLUF_TilsynAvtale;2016/89088;1;06052016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604191413206883211MGYQG_Tilsynsobjekt;971676825;Mikkelparken - Skoskogen;Hardangertun;;5780;KINSARVIK;Z1606231735128120240KMJSE_TilsynAvtale;2016/139394;1;23062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604191414148043211LEGXL_Tilsynsobjekt;971676825;Mikkelparken - Kafe (ved inngang);Hardangertun;;5780;KINSARVIK;Z1606231735401440239WLZOJ_TilsynAvtale;2016/139393;1;23062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604191423298180240VWCUM_Tilsynsobjekt;911663929;Hjelle catering AS;Hardangerveien 701;;5268;HAUKELAND;Z1604191423575050240NIINK_TilsynAvtale;2016/89132;1;19042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1604191426052710240BDJNU_Tilsynsobjekt;911664801;Hjelle Lille Konditori ;Hardangervegen 896;;5260;INDRE ARNA;Z1604191426279320240VUBWI_TilsynAvtale;2016/89140;1;19042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604191540151903251IIDHW_Tilsynsobjekt;916922000;Baguette- huset ;TORGET 2;;3256;LARVIK;Z1605111419332650239FSHCP_TilsynAvtale;2016/107419;1;11052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1604191540151903251IIDHW_Tilsynsobjekt;916922000;Baguette- huset ;TORGET 2;;3256;LARVIK;Z1605201542540960239YPEQT_TilsynAvtale;2016/107419;1;20052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604192249561883251NRJFN_Tilsynsobjekt;917015481;Sail In AS;Ytterdalsgata 23;;6215;EIDSDAL;Z1606300848435800240ERSEG_TilsynAvtale;2016/142543;1;29062016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604200939566103251NTCNR_Tilsynsobjekt;989301195;Kafe Skaperverket;Nedre Langgate 19;;3101;TØNSBERG;Z1606021149493970240LTCJL_TilsynAvtale;2016/123177;1;02062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1604201008512013131PYWUU_Tilsynsobjekt;915750729;Gandhi Indisk Restaurant;Majorstueveien 36;;0367;OSLO;Z1604201012562020240ADVNV_TilsynAvtale;2016/89815;1;19042016;3;0;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;2
Z1604201008512013131PYWUU_Tilsynsobjekt;915750729;Gandhi Indisk Restaurant;Majorstueveien 36;;0367;OSLO;Z1604260023011480239AUKOO_TilsynAvtale;2016/89815;1;25042016;3;1;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;2
Z1604201008512013131PYWUU_Tilsynsobjekt;915750729;Gandhi Indisk Restaurant;Majorstueveien 36;;0367;OSLO;Z1604281225429500239GTRUK_TilsynAvtale;2016/89815;1;27042016;2;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1604201008512013131PYWUU_Tilsynsobjekt;915750729;Gandhi Indisk Restaurant;Majorstueveien 36;;0367;OSLO;Z1605251022160980240JLFPS_TilsynAvtale;2016/89815;1;25052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604201049469902025XTZVR_Tilsynsobjekt;995676133;Tasty Thai ;Øvregaten 14;;5003;BERGEN;Z1605191536485660239CBZWU_TilsynAvtale;2016/112699;1;19052016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;1
Z1604201049469902025XTZVR_Tilsynsobjekt;995676133;Tasty Thai ;Øvregaten 14;;5003;BERGEN;Z1605202145004520240KZRPQ_TilsynAvtale;2016/112699;1;20052016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604201049469902025XTZVR_Tilsynsobjekt;995676133;Tasty Thai ;Øvregaten 14;;5003;BERGEN;Z1606200947344970239PRKWK_TilsynAvtale;2016/112699;1;20062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604201256455633251LVGHQ_Tilsynsobjekt;916344252;Bislett Kebab House Sandaker;Sandakerveien 70 C;;0484;OSLO;Z1605121407440300239KDWSG_TilsynAvtale;2016/107994;0;12052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;0
Z1604201518507143136OUWPY_Tilsynsobjekt;984293348;Nye Istanbul Kebab & Bakeri AS;Trondheimsveien 8;;0560;OSLO;Z1604211454136270240WWDYV_TilsynAvtale;2016/91047;1;21042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;0
Z1604201518507143136OUWPY_Tilsynsobjekt;984293348;Nye Istanbul Kebab & Bakeri AS;Trondheimsveien 8;;0560;OSLO;Z1604291050373080239YCZCA_TilsynAvtale;2016/91047;1;29042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604210918543353215AGETE_Tilsynsobjekt;915147348;PANDOX OP Grand Norge 4 AS (Palmen Restaurant);Karl Johans gate 31;;0159;OSLO;Z1604210957253640239NVCWM_TilsynAvtale;2016/90935;1;20042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604210918543353215AGETE_Tilsynsobjekt;915147348;PANDOX OP Grand Norge 4 AS (Palmen Restaurant);Karl Johans gate 31;;0159;OSLO;Z1604260852210020239ODBAS_TilsynAvtale;2016/90935;1;25042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604211055383933251GWXIX_Tilsynsobjekt;914921597;cafe mørk;MØRKVEIEN 775;;1820;SPYDEBERG;Z1604251048049650239KUXIF_TilsynAvtale;2016/93659;1;21042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604211124292863179BRTDG_Tilsynsobjekt;974169754;SSP avd. North Sea Lounge;Flyplassvegen 300;;4055;SOLA;Z1604211233444540239ELCFI_TilsynAvtale;2016/91239;1;20042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604211131040640371OQXBQ_Tilsynsobjekt;913777026;MERSMAK BRYN KAFFE & ISBAR AS;Østensjøveien 79;;0669;OSLO;Z1604211147570160239DXVRX_TilsynAvtale;2016/91260;1;21042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604211513477550240WYOOE_Tilsynsobjekt;983622887;Grand Pizza & Cafe ;Brugata 15;;0186;OSLO;Z1604211540045550240OBYOB_TilsynAvtale;2016/91782;1;21042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604211513477550240WYOOE_Tilsynsobjekt;983622887;Grand Pizza & Cafe ;Brugata 15;;0186;OSLO;Z1605060850220230240CHEAL_TilsynAvtale;2016/91782;1;03052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604211826393803252ZCGJX_Tilsynsobjekt;917031126;Pigene på torvet;Tollbodgaten 5;;4836;ARENDAL;Z1606301251441650239HJLJA_TilsynAvtale;2016/143743;1;30062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604221024331463138DZAWZ_Tilsynsobjekt;914189020;Max Grønland;Tøyengata 2;;0190;OSLO;Z1604221436526900239HVJLW_TilsynAvtale;2016/92436;1;22042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604221024331463138DZAWZ_Tilsynsobjekt;914189020;Max Grønland;Tøyengata 2;;0190;OSLO;Z1605101446175930239POJSB_TilsynAvtale;2016/92436;1;10052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604221038440683140XXGJH_Tilsynsobjekt;916768206;Sveberg Kaffe & Mat;Dalabakkan 49;;7550;HOMMELVIK;Z1604221115197140239KCDUK_TilsynAvtale;2016/92286;1;21042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604230824117423252YNQWT_Tilsynsobjekt;917020582;La Fiesta NA AS;Nedstegata 12;;5600;NORHEIMSUND;Z1607121455367680239UVZNC_TilsynAvtale;2016/151653;1;12072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251003513473251IDWCB_Tilsynsobjekt;;Jensens Cafe,restaurant,bar;Oreveien 11;;4560;VANSE;Z1605191845089360239ILKME_TilsynAvtale;2016/112812;1;19052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1604251003513473251IDWCB_Tilsynsobjekt;;Jensens Cafe,restaurant,bar;Oreveien 11;;4560;VANSE;Z1605301013557880240ASQOC_TilsynAvtale;2016/112812;1;30052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604251011581303140KWSVP_Tilsynsobjekt;895096962;Mosses Delikatesse take away kebab og pizza;KLOSTERGATA 21;;1532;MOSS;Z1605021529138470239ZQASL_TilsynAvtale;2016/100034;1;02052016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;3
Z1604251011581303140KWSVP_Tilsynsobjekt;895096962;Mosses Delikatesse take away kebab og pizza;KLOSTERGATA 21;;1532;MOSS;Z1605131322180820240QQSOI_TilsynAvtale;2016/100034;1;13052016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1604251011581303140KWSVP_Tilsynsobjekt;895096962;Mosses Delikatesse take away kebab og pizza;KLOSTERGATA 21;;1532;MOSS;Z1606131113159140239KBBWZ_TilsynAvtale;2016/100034;1;13062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604251028327933251EKXWF_Tilsynsobjekt;998231639;Bugøynes Bistro;Gunnariveien 1B;;9935;BUGØYNES;Z1604261442047240239HRGJO_TilsynAvtale;2016/94596;1;26042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251131120953210QGBGL_Tilsynsobjekt;916773536;Ålesund Kebab og pizzeria;Notenesgata 3;;6002;ÅLESUND;Z1606081322560490240WYQOK_TilsynAvtale;2016/127813;1;08062016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251203142032025RCQFA_Tilsynsobjekt;996546500;BIG BITE - FINNSNES;Amfi Finnsnes;Storgata 7;9300;FINNSNES;Z1606021216006810240EGPKT_TilsynAvtale;2016/123318;1;02062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604251214425583188DONUV_Tilsynsobjekt;916855303;Burger King - Lillestrøm Torv;Storgata 21;;2000;LILLESTRØM;Z1604251231155510240VUNKX_TilsynAvtale;2016/93875;1;25042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604251215162073252GPDLA_Tilsynsobjekt;916557000;Asian Box As;Sporveisgata 35;;0354;OSLO;Z1605031541513260240JAVDR_TilsynAvtale;2016/100315;1;03052016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251215162073252GPDLA_Tilsynsobjekt;916557000;Asian Box As;Sporveisgata 35;;0354;OSLO;Z1605061422416140239ZADHR_TilsynAvtale;2016/100315;1;06052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251333244990381EKGYE_Tilsynsobjekt;915639992;Kinokafeen Rjukan;Storstulsgata 1;;3660;RJUKAN;Z1604281055437720240EWPHO_TilsynAvtale;2016/97094;1;14042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251333244990381EKGYE_Tilsynsobjekt;915639992;Kinokafeen Rjukan;Storstulsgata 1;;3660;RJUKAN;Z1605031033225200239FCJZM_TilsynAvtale;2016/97094;1;03052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604251342122762025GXWMO_Tilsynsobjekt;991833048;Fellini Stadsbygd;Handelsbakken 8;;7105;STADSBYGD;Z1606281239556030239TDFVT_TilsynAvtale;2016/141824;0;24062016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1604251607073883252BXZNY_Tilsynsobjekt;915328415;KAFFEHJØRNET;EIDSIVA GATE 7;;2080;EIDSVOLL;Z1605121323229000239YMSQF_TilsynAvtale;2016/108505;1;12052016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604261131406533251QWBRE_Tilsynsobjekt;917015295;BRYGGA STEAK & RIBBS AS;Kongens brygge 6;;1767;HALDEN;Z1606031430358050239ONNLT_TilsynAvtale;2016/121858;1;31052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604261155233803159BUXJP_Tilsynsobjekt;972052442;GEA Trafikksenter;Ryfylkevegen 5391;;4137;ÅRDAL I RYFYLKE;Z1604281228548440240HLIPF_TilsynAvtale;2016/97498;1;28042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604261307100692024CSKXS_Tilsynsobjekt;916817576;Landnota Bar & Spiseri;Prangveien 37;;7114;RÅKVÅG;Z1607121430075850239TEJGW_TilsynAvtale;2016/148641;1;07072016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1604261422293650395GBHLO_Tilsynsobjekt;916285701;Løveid Gjestgiveri og kafe;Løveidvegen 117;;3720;SKIEN;Z1607190657144770239CFWDB_TilsynAvtale;2016/154532;1;18072016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1604261422293650395GBHLO_Tilsynsobjekt;916285701;Løveid Gjestgiveri og kafe;Løveidvegen 117;;3720;SKIEN;Z1607201229557780239TTMSW_TilsynAvtale;2016/154532;1;20072016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604261454291913200IOBBH_Tilsynsobjekt;914234670;Pizzeria Trattoria Roma;Solheimsveien 112;;1473;LØRENSKOG;Z1604261524420320240SZSCP_TilsynAvtale;2016/95522;1;26042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1604261454291913200IOBBH_Tilsynsobjekt;914234670;Pizzeria Trattoria Roma;Solheimsveien 112;;1473;LØRENSKOG;Z1605231223599050240WMDLN_TilsynAvtale;2016/95522;1;23052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604270811291313123YQANG_Tilsynsobjekt;916844123;Verdal Spiseri;NORDGATA 22;;7650;VERDAL;Z1605180816028770239OVBFX_TilsynAvtale;2016/106528;1;11052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1604270926364453252SORRR_Tilsynsobjekt;973281836;Aure Sentrumscafe;Aure Kjøpesenter;;6690;AURE;Z1604271108060260239ZETBX_TilsynAvtale;2016/96087;1;26042016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604271044148963141MWHSC_Tilsynsobjekt;912827593;Ellens Bakeri, Konditori;Sjøgata 10;;9600;HAMMERFEST;Z1604271054183030240QBVEL_TilsynAvtale;2016/96163;1;27042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271200395070240DTUMO_Tilsynsobjekt;915797997;Punjab Tandoori;Grønland 24;;0188;OSLO;Z1604271526459710240VESSE_TilsynAvtale;2016/96301;1;27042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271200395070240DTUMO_Tilsynsobjekt;915797997;Punjab Tandoori;Grønland 24;;0188;OSLO;Z1606020953013420239IHZKX_TilsynAvtale;2016/96301;1;02062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271227131440381BBFUX_Tilsynsobjekt;913119053;Scenekafeen AS;Kirkegata 11;;2000;LILLESTRØM;Z1604271249290460239XIUWE_TilsynAvtale;2016/96377;1;27042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604271232578563137FMWAZ_Tilsynsobjekt;916670559;Guru Taste of India;Langveien 3;;6509;KRISTIANSUND N;Z1607071624526220239LIGLR_TilsynAvtale;2016/149006;1;07072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1604271307179400394VSPPX_Tilsynsobjekt;915854192;Jor AS;Torggata 18;;0181;OSLO;Z1605031305364680239YDMAO_TilsynAvtale;2016/100936;1;28042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1604271307179400394VSPPX_Tilsynsobjekt;915854192;Jor AS;Torggata 18;;0181;OSLO;Z1605271459111590240RZQSV_TilsynAvtale;2016/100936;1;27052016;3;1;Rutiner og ledelse;Rutiner og leiing;3;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;2
Z1604271307179400394VSPPX_Tilsynsobjekt;915854192;Jor AS;Torggata 18;;0181;OSLO;Z1606031027461180239QPUML_TilsynAvtale;2016/100936;1;03062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271321060503184CLTJR_Tilsynsobjekt;915647782;Du Verden;Strandgata 32;;9600;HAMMERFEST;Z1604271405305490239YSUAL_TilsynAvtale;2016/96538;1;27042016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271321060503184CLTJR_Tilsynsobjekt;915647782;Du Verden;Strandgata 32;;9600;HAMMERFEST;Z1604271559231530240NRYGR_TilsynAvtale;2016/96538;1;27042016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271505388073208NVAFU_Tilsynsobjekt;982017580;Gjestegården Fagernes - Bowling;Jernbanevegen 35;;2900;FAGERNES;Z1606100901140760239TTDWI_TilsynAvtale;2016/129576;1;09062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1604271531491922024AAJLK_Tilsynsobjekt;997907035;Jafs Stange;Storgata 34;;2335;STANGE;Z1605021412291500239GSQIB_TilsynAvtale;2016/99277;1;02052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
