tilsynsobjektid;orgnummer;navn;adrlinje1;adrlinje2;postnr;poststed;tilsynid;sakref;status;dato;total_karakter;tilsynsbesoektype;tema1_no;tema1_nn;karakter1;tema2_no;tema2_nn;karakter2;tema3_no;tema3_nn;karakter3;tema4_no;tema4_nn;karakter4
Z1006050042105211190OASSX_Tilsynsobjekt;980516954;Sentrumsgrillen AS;Bjørn Wirkolas vei 5;;9510;ALTA;Z1602161027565980240GYMLC_TilsynAvtale;2016/34955;1;16022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050042113411126UMFQT_Tilsynsobjekt;984524242;Boazo Sami Siida a/s;Øvre Alta;;9518;ALTA;Z1607070800114050240URATB_TilsynAvtale;2016/147736;0;06072016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050136078091189QWBDU_Tilsynsobjekt;886487622;Finnmarkspizza AS;Sjøgata 6;;9600;HAMMERFEST;Z1604271516586540239NHGUO_TilsynAvtale;2016/96021;1;27042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136079931189FUSPW_Tilsynsobjekt;971741449;Havøysund Hotell & Rorbuer;Strandgata 149;;9690;HAVØYSUND;Z1605301949552900239SNABL_TilsynAvtale;2016/119771;1;30052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136083491189SXCYC_Tilsynsobjekt;988181234;Kirkeporten Camping AS;Storvannsveien 2;;9763;SKARSVÅG;Z1606210656212200239KETCI_TilsynAvtale;2016/136372;0;20062016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050136085031189VLKER_Tilsynsobjekt;976487907;Konrad Karlsen Hotell View;Utsikten 12;;9750;HONNINGSVÅG;Z1606201756583860240KEMXX_TilsynAvtale;2016/136320;1;20062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050136085521189BYITG_Tilsynsobjekt;980559793;Nordkapp Arran Hotell AS;Sjøveien 33 ;Kamøyvær;9750;HONNINGSVÅG;Z1606220843180910240NBFRL_TilsynAvtale;2016/137548;1;20062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050136086461189RXGRF_Tilsynsobjekt;974065940;Nordkapp Turisthotell AS;Storvannsveien;;9763;SKARSVÅG;Z1606210654215820239MQTGU_TilsynAvtale;2016/136370;1;20062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136089841189DSOUA_Tilsynsobjekt;992589604;QA spiseri AS;Sjøgata 8;;9600;HAMMERFEST;Z1604281315294240239FUKBZ_TilsynAvtale;2016/97201;1;28042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050136094391189ZCHRY_Tilsynsobjekt;993190330;Skaidi Hotel;;;9620;KVALSUND;Z1604270946118240239FRFAP_TilsynAvtale;2016/93471;1;25042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136098211189OXHNE_Tilsynsobjekt;994115774;NO 19 Hammerfest AS;Strandgata 19;;9600;HAMMERFEST;Z1604271608278840239USFBC_TilsynAvtale;2016/96325;1;27042016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136107231189VWGRQ_Tilsynsobjekt;971822872;På Hjørnet Burger & Grill AS ;Storgata 2;;9600;HAMMERFEST;Z1604281421226030240XFWBC_TilsynAvtale;2016/97495;1;28042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050136107341189MMRDP_Tilsynsobjekt;972105090;Video Kroa AS;Strandgata 164;;9690;HAVØYSUND;Z1605301541539810239FXMVZ_TilsynAvtale;2016/120040;1;29052016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050136107341189MMRDP_Tilsynsobjekt;972105090;Video Kroa AS;Strandgata 164;;9690;HAVØYSUND;Z1606010803098330239UXWCE_TilsynAvtale;2016/120040;1;31052016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136109131189SQSKD_Tilsynsobjekt;887062412;NHF Hammerfest handikaplag Frivillightessentralen;Storgata 24;;9600;HAMMERFEST;Z1604271519324220239IVJBB_TilsynAvtale;2016/96012;1;27042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050136146931189EVEUC_Tilsynsobjekt;941140785;Skaidicenteret Britt og Svein Arne Hansen;Skaidi;;9620;KVALSUND;Z1604270946380160239ZACRP_TilsynAvtale;2016/93465;1;25042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050136146931189EVEUC_Tilsynsobjekt;941140785;Skaidicenteret Britt og Svein Arne Hansen;Skaidi;;9620;KVALSUND;Z1605100846506240239YQSUQ_TilsynAvtale;2016/93465;1;10052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050136161731189KSDCA_Tilsynsobjekt;971741449;Havøysund hotell AS Arctic View Cafe;Strandgata 149;;9690;HAVØYSUND;Z1605302006528760239HXUSL_TilsynAvtale;2016/119772;1;30052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146554881126NMQDQ_Tilsynsobjekt;976499298;Jergul Astu AS Fjellstue;Jergul;;9730;KARASJOK;Z1604061323343670239DBYHT_TilsynAvtale;2016/67050;1;29032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146554881126QCUOC_Tilsynsobjekt;990902097;Biepmu DA Gatekjøkken;Suomageaidnu 2;;9730;KARASJOK;Z1602121013340000240ZZXPZ_TilsynAvtale;2016/29077;1;08022016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050146554881126QCUOC_Tilsynsobjekt;990902097;Biepmu DA Gatekjøkken;Suomageaidnu 2;;9730;KARASJOK;Z1603031100513440239DCXWM_TilsynAvtale;2016/29077;1;03032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146559921126AANWD_Tilsynsobjekt;971759305;OLDERFJORD HOTEL RUSSENES CAMPING;Russenes;;9713;RUSSENES;Z1606271820082610239JYTVA_TilsynAvtale;2016/140476;1;26062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146560081126FGFLZ_Tilsynsobjekt;971826185;Nye Hotel Nordkyn as;Standveien 136;;9790;KJØLLEFJORD;Z1604201733389200240JOLKL_TilsynAvtale;2016/90623;1;20042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146560121126BJQMR_Tilsynsobjekt;974095513;Porsanger Vertshus AS Hotell, Restaurant;LAATASVEIEN;;9700;LAKSELV;Z1603181219092810240FLYHE_TilsynAvtale;2016/60750;1;18032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146565141126TIIBC_Tilsynsobjekt;975065383;MOLLISJOK FJELLSTUE v/ Margit Eriksen Opgård;Mollisjok;;9730;KARASJOK;Z1604151002523630239ZJXOG_TilsynAvtale;2016/83282;1;13042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146565271126HPHJQ_Tilsynsobjekt;884973872;Nedre Mollisjok Fjellstue Fjellstue, Per E. Johnsen;Nedre Mollisjok;;9730;KARASJOK;Z1604151003142660239DDUJB_TilsynAvtale;2016/83310;1;13042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050146565531189UFAUF_Tilsynsobjekt;974099543;RAVNASTUA FJELLSTUE Fjellstue;Avjovargeaidnu 1;;9730;KARASJOK;Z1604151002282440239ZFJQF_TilsynAvtale;2016/83274;0;13042016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050146565531189UFAUF_Tilsynsobjekt;974099543;RAVNASTUA FJELLSTUE Fjellstue;Avjovargeaidnu 1;;9730;KARASJOK;Z1607041456073270240RBSNQ_TilsynAvtale;2016/83274;0;04072016;2;1;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050146567151127YBTYU_Tilsynsobjekt;979142676;STABBURSDALEN FERIESENTER BA ;Stabbursdalen ;;9700;LAKSELV;Z1606271820280930239ZHTRP_TilsynAvtale;2016/140475;1;27062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050156179671126CKISP_Tilsynsobjekt;879794862;Mehamn Arctic Hotell AS;Værveien 68;;9770;MEHAMN;Z1604201951237520239JBMKP_TilsynAvtale;2016/90642;1;20042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050213386541126YWRQF_Tilsynsobjekt;979513534;Bios Kafeteria;Sentrum 5;;9151;STORSLETT;Z1601131213225750239GFXLY_TilsynAvtale;2016/7754;1;13012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050213390711127LYSSG_Tilsynsobjekt;979768346;Grillstua Mat & Vinhus AS;Sentrum 2;;9151;STORSLETT;Z1601151024362800240OXKDA_TilsynAvtale;2016/7755;1;13012016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050213390711127LYSSG_Tilsynsobjekt;979768346;Grillstua Mat & Vinhus AS;Sentrum 2;;9151;STORSLETT;Z1601290910024400240TYELW_TilsynAvtale;2016/7755;1;29012016;2;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050213390711127LYSSG_Tilsynsobjekt;979768346;Grillstua Mat & Vinhus AS;Sentrum 2;;9151;STORSLETT;Z1602151520009030239BTVGH_TilsynAvtale;2016/7755;1;12022016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050213395801127ZVLPC_Tilsynsobjekt;991148345;LYNGEN LODGE AS;Djupvik;;9146;OLDERDALEN;Z1602251509062470239WNPHX_TilsynAvtale;2016/43301;1;25022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050213409641126SWDYP_Tilsynsobjekt;971793392;Gildetun Gjestestue;Kvænangen;;9151;STORSLETT;Z1606150806258260239LHFME_TilsynAvtale;2016/130903;1;13062016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050213409701126WFRVQ_Tilsynsobjekt;972146986;HOTELL MARITIM SKJERVØY AS;Strandveien 35;;9180;SKJERVØY;Z1602191821573920239CUOFN_TilsynAvtale;2016/38305;1;18022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050213414801126VWXKK_Tilsynsobjekt;975932729;Hatteng Grillbar og camping v/ Liv Jorunn Bjørklund;HATTENG;;9046;OTEREN;Z1604151501169490239HMJVT_TilsynAvtale;2016/33822;0;15022016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050214083901127LAWVY_Tilsynsobjekt;990775451;Siam Catering AS ;SLETTVOLL;;9146;OLDERDALEN;Z1603311325298910239CORPT_TilsynAvtale;2016/70154;1;31032016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050214083901127LAWVY_Tilsynsobjekt;990775451;Siam Catering AS ;SLETTVOLL;;9146;OLDERDALEN;Z1604131451002590240MJUYL_TilsynAvtale;2016/70154;1;12042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050237134141189ANTUK_Tilsynsobjekt;974120240;Lyngskroa;Oteren;;9046;OTEREN;Z1604151246004500240PMWCX_TilsynAvtale;2016/86324;1;15042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050237134141189ANTUK_Tilsynsobjekt;974120240;Lyngskroa;Oteren;;9046;OTEREN;Z1604191328200400240JJQQD_TilsynAvtale;2016/86324;1;19042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050249256131126BIOQZ_Tilsynsobjekt;871895252;Olderelv Camping;Olderelv;;9143;SKIBOTN;Z1604151809338500240BDYDE_TilsynAvtale;2016/85777;1;15042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050249274801189YVSJE_Tilsynsobjekt;980430391;Kafè E6;;;9161;BURFJORD;Z1602091619326910240MAWCW_TilsynAvtale;2016/30046;1;09022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050255166131127IFIFQ_Tilsynsobjekt;981919033;Reisafjord Hotell AS;Nessevegen 32;;9152;SØRKJOSEN;Z1602241302284940239SESNG_TilsynAvtale;2016/41699;1;24022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407001121127NTZCB_Tilsynsobjekt;972691976;Bardufosstun AS;OLE REISTADS VEI 4;;9325;BARDUFOSS;Z1602021526234400239RPAYS_TilsynAvtale;2016/23347;1;02022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407006141127VZXSH_Tilsynsobjekt;873188812;Domus Kafeteria Bardu v/ Tor Gunnar Småriset;Gammelveien 8;;9360;BARDU;Z1601280918556750240EZQFH_TilsynAvtale;2016/17231;1;25012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407040091189DGXIN_Tilsynsobjekt;992589698;Fjellkysten Gjestehus;Åbrekka;;9357;TENNEVOLL;Z1601141528078310240WTKOG_TilsynAvtale;2016/8782;1;14012016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050407040091189DGXIN_Tilsynsobjekt;992589698;Fjellkysten Gjestehus;Åbrekka;;9357;TENNEVOLL;Z1603011119549380240FTUDE_TilsynAvtale;2016/8782;1;01032016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050407045111189ARPVP_Tilsynsobjekt;972108235;Joker'n Pizzabar;Kapellveien 9B;;9325;BARDUFOSS;Z1604181858293240239XRYCS_TilsynAvtale;2016/87296;1;18042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050407051351189NTMKN_Tilsynsobjekt;888536132;Kysten Rundt 2.etg. Amfi Finnsnes Servering AS;AMFI FINNSNES STORGATA 7;;9300;FINNSNES;Z1604261219425650240AYXMQ_TilsynAvtale;2016/94657;1;26042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050407064831189HODXP_Tilsynsobjekt;971962917;Pizzakjeller'n; ;;9325;BARDUFOSS;Z1604181857472360239WCMKG_TilsynAvtale;2016/87299;1;18042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407065511126JBUUO_Tilsynsobjekt;972321540;Polar Park A/S Resturant ;Bonesveien;;9360;BARDU;Z1601280920443720240JCTMZ_TilsynAvtale;2016/19999;1;27012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407069881189GKSWO_Tilsynsobjekt;971854081;Senjastua AS;Laukhellaveien 2;;9303;SILSAND;Z1601281426276830240FEMTY_TilsynAvtale;2016/19931;1;28012016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050407069921189ESPXL_Tilsynsobjekt;972354996;Skaland Motell;Postboks 37;;9385;SKALAND;Z1607130940481950240NXAAP_TilsynAvtale;2016/151917;1;12072016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050407075011189CIFAS_Tilsynsobjekt;972334227;MIX Silsand - Tippekroa AS;FERGEVEIEN 1;;9303;SILSAND;Z1605292133469790240LRUPJ_TilsynAvtale;2016/118120;1;26052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407075061189BIKOK_Tilsynsobjekt;976193008;WONGS RESTAURANT AS;POSTBOKS 274;;9305;FINNSNES;Z1604281506206430240HBMSO_TilsynAvtale;2016/97461;1;28042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407141651127AACEO_Tilsynsobjekt;973066056;SSP Point;Bardufoss Lufthavn;;9325;BARDUFOSS;Z1602021527308440239GRGJC_TilsynAvtale;2016/23346;1;02022016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407141651127AACEO_Tilsynsobjekt;973066056;SSP Point;Bardufoss Lufthavn;;9325;BARDUFOSS;Z1603011106218120240MKYJO_TilsynAvtale;2016/23346;1;01032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050407201381189UASSJ_Tilsynsobjekt;972394815;Tippekiosken Finnsnes AS Avdeling Hurtigbåtterminalen;Ringveien 44;;9300;FINNSNES;Z1605231143318060239YNOLA_TilsynAvtale;2016/114325;1;23052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050429009761127WILKU_Tilsynsobjekt;979063555;Mefjord Brygge as;Mefjordveien 1954;;9386;SENJAHOPEN;Z1607151450062940240VRVAK_TilsynAvtale;2016/152962;1;15072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050429010961189IJZIY_Tilsynsobjekt;985115761;Milano - Finnsnes;SMØRHUSBAKKEN 1;;9300;FINNSNES;Z1603081341184830240ASWUA_TilsynAvtale;2016/51622;1;08032016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006050429010961189IJZIY_Tilsynsobjekt;985115761;Milano - Finnsnes;SMØRHUSBAKKEN 1;;9300;FINNSNES;Z1603110854363550240PIQIG_TilsynAvtale;2016/51622;1;10032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006050429014531126URICO_Tilsynsobjekt;974885999;Målselvfossen Feriesenter AS;MÅLSELVFOSSEN;;9325;BARDUFOSS;Z1606271330006780240FEBMY_TilsynAvtale;2016/99328;1;02052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050429015881127BQOKP_Tilsynsobjekt;999447708;Lapphaugen Turiststasjon ;General Fleischers vei 365;;9357;TENNEVOLL;Z1603160959596120239WUEYX_TilsynAvtale;2016/53739;1;10032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006050429023171189ACBOP_Tilsynsobjekt;971940050;Senjatrollet Hulder- og trollparken;FINNSÆTER;;9385;SKALAND;Z1607051417537520239THAXL_TilsynAvtale;2016/145697;1;04072016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
